accession,tax_selection,group,taxon_name,taxon_id,assembly_level,category,gs,k_gs,bb,k1_bb,hapaxes,entropy,genome_size,acgt_bases,gc_content,annotated_genes,protein_coding_genes,non_coding_genes
GCF_014692875.1,Bacteria,bacteria,Pedobacter riviphilus,2766984,Complete Genome,representative genome,0.210273053,10,0.107112459,22,99.152392822,0.511891954,5825361,5825361,38.5,4951,4789,65
GCF_000020645.1,Bacteria,bacteria,Pelodictyon phaeoclathratiforme BU-1,324925,Complete Genome,representative genome,0.41323369,8,0.248825498,21,96.328991587,0.132751141,3018238,3018238,48.0,2903,2800,61
GCF_000968055.1,Bacteria,bacteria,Alteracholeplasma palmae J233,1318466,Complete Genome,representative genome,0.100850552,9,0.197057792,20,97.991968905,0.431988001,1554229,1554229,29.0,1493,1442,44
GCF_001078055.1,Bacteria,bacteria,Rufibacter radiotolerans,1379910,Complete Genome,representative genome,0.477614235,8,0.095986941,22,99.462223063,0.093243608,4820793,4820793,51.5,3900,3844,50
GCF_013347285.1,Bacteria,bacteria,Azospirillum oryzae,286727,Complete Genome,representative genome,0.279577983,10,0.150921387,22,98.474399367,0.402676055,6809363,6809363,67.5,6126,5944,104
GCF_014844295.1,Bacteria,bacteria,Flavobacterium columnare,996,Complete Genome,representative genome,0.115784135,10,0.371645084,21,92.246399105,0.580162756,3221278,3221276,31.5,2857,2700,125
GCF_002407485.1,Bacteria,bacteria,Zobellella denitrificans,347534,Complete Genome,representative genome,0.313301923,10,0.196897231,21,97.693498708,0.531858729,4174222,4174222,64.0,3981,3825,128
GCF_016592575.1,Bacteria,bacteria,Thermotomaculum hydrothermale,981385,Complete Genome,representative genome,0.273270943,9,0.184847981,21,97.765287182,0.368418797,2317141,2317141,35.0,2161,2081,54
GCF_000018525.1,Bacteria,bacteria,Brucella canis ATCC 23365,483179,Complete Genome,representative genome,0.432061702,9,0.140261062,21,98.854780367,0.326983116,3312769,3312769,57.0,3171,2967,68
GCF_000025345.1,Bacteria,bacteria,Geodermatophilus obscurus DSM 43160,526225,Complete Genome,representative genome,0.241670121,10,0.139532314,22,98.377503252,0.34305366,5322497,5322497,74.0,5128,4967,63
GCF_014042035.1,Bacteria,bacteria,Bacillus haynesii,1925021,Complete Genome,representative genome,0.427381045,9,0.174957306,22,98.578685884,0.287099994,4235749,4235749,46.0,4239,4073,111
GCF_004328865.1,Bacteria,bacteria,Pseudoalteromonas carrageenovora,227,Complete Genome,representative genome,0.238087642,9,0.201569808,22,97.659698026,0.269327322,4597803,4597803,39.5,4110,3943,134
GCF_006704145.1,Bacteria,bacteria,Pseudoalteromonas luteoviolacea,43657,Chromosome,representative genome,0.176760952,10,0.210395088,22,97.831395236,0.52642309,6043625,6043625,42.0,5202,5024,158
GCF_002072065.1,Bacteria,bacteria,Geobacillus thermodenitrificans,33940,Complete Genome,representative genome,0.504592782,8,0.251775401,21,95.742592194,0.119698464,3505276,3505276,49.0,3567,3373,123
GCF_000022725.1,Bacteria,bacteria,Bartonella grahamii as4aup,634504,Complete Genome,representative genome,0.182853386,10,0.346475919,21,89.4247261,0.687378418,2369520,2369520,38.0,2015,1885,52
GCF_000975265.2,Bacteria,bacteria,Mycobacterium lepromatosis,480418,Complete Genome,representative genome,0.189437386,9,0.230224727,21,97.330326105,0.342604199,3271694,3271694,58.0,3145,2504,52
GCF_001611975.1,Bacteria,bacteria,Haematospirillum jordaniae,1549855,Complete Genome,representative genome,0.307825142,8,0.262560138,21,95.192993903,0.156535677,2467625,2467625,55.5,2303,2201,76
GCF_900187295.1,Bacteria,bacteria,Corynebacterium cystitidis,35757,Complete Genome,representative genome,0.203374394,9,0.207236347,21,96.77042954,0.360020303,3011567,3011567,57.0,2831,2718,67
GCF_002291445.1,Bacteria,bacteria,Brenneria goodwinii,1109412,Complete Genome,representative genome,0.44431405,9,0.199526416,22,97.302987347,0.24406828,5360730,5360730,53.0,4756,4579,105
GCF_003269425.1,Bacteria,bacteria,Allomuricauda aurantiaca,1383885,Complete Genome,representative genome,0.165076265,9,0.121599233,21,99.245874297,0.308579125,3772469,3772469,38.0,3347,3286,51
GCF_003594935.2,Bacteria,bacteria,Enterobacter huaxiensis,2494702,Complete Genome,representative genome,0.370301723,9,0.149695347,22,98.708757005,0.25426759,5037746,5037746,55.5,4816,4628,114
GCF_005862185.2,Bacteria,bacteria,Rhizobium hidalgonense,1538159,Complete Genome,representative genome,0.349520402,10,0.147735615,22,98.377167077,0.453452973,6782610,6782610,61.0,6580,6262,63
GCF_019693255.1,Bacteria,bacteria,Pseudomonas mandelii,75612,Complete Genome,representative genome,0.337670585,10,0.174146453,22,98.347849431,0.471220948,6749770,6749770,59.5,6175,5991,91
GCF_016893685.1,Bacteria,bacteria,Citrobacter cronae,1748967,Chromosome,representative genome,0.420994352,8,0.160240876,22,98.688634579,0.096372902,5079087,4602645,52.5,4437,4236,118
GCF_012647205.1,Bacteria,bacteria,Pseudomonas umsongensis,198618,Complete Genome,representative genome,0.33252408,10,0.250548541,22,97.102788274,0.472429126,6690075,6690075,59.5,6104,5928,96
GCF_018798885.1,Bacteria,bacteria,Gemmobacter fulvus,2840474,Complete Genome,representative genome,0.355367546,10,0.196146371,22,97.43742357,0.486869563,4677627,4677627,64.0,4521,4408,61
GCF_900186025.1,Bacteria,bacteria,Serratia grimesii,82995,Chromosome,representative genome,0.398229712,9,0.069158362,22,99.600807384,0.25337013,5090820,5089817,53.0,4768,4635,103
GCF_022845715.1,Bacteria,bacteria,Raoultibacter timonensis,1907662,Complete Genome,representative genome,0.337160839,9,0.0811832,21,99.372025211,0.289264353,4016902,4016902,60.0,3263,3204,55
GCF_012562965.1,Bacteria,bacteria,Enterobacteriaceae endosymbiont of Plateumaris rustica,2675796,Chromosome,representative genome,0.045102924,6,0.092773488,18,99.264923366,0.058089121,504045,503847,20.0,484,439,39
GCF_000280865.2,Bacteria,bacteria,Streptomyces auratus AGR0001,1160718,Complete Genome,representative genome,0.198293164,10,0.125395023,22,98.886644569,0.338230179,7901452,7901452,71.5,6794,6555,89
GCF_018024475.1,Bacteria,bacteria,Candidatus Phytoplasma luffae,35773,Complete Genome,representative genome,0.119773864,10,0.52624155,19,71.764110859,0.613859997,769143,769143,23.5,776,713,39
GCF_009789655.1,Bacteria,bacteria,Paraburkholderia acidiphila,2571747,Complete Genome,representative genome,0.300616677,10,0.121147475,22,98.963061725,0.404720837,7804892,7804892,64.5,7068,6882,95
GCF_022807975.1,Bacteria,bacteria,Abyssalbus ytuae,2926907,Complete Genome,representative genome,0.162610588,10,0.225335933,22,97.183583562,0.55169177,4365036,4365036,35.0,3679,3613,55
GCF_007859655.1,Bacteria,bacteria,Devosia ginsengisoli,400770,Complete Genome,representative genome,0.325873033,10,0.144402453,22,99.074145374,0.5132587,4480314,4480314,63.5,4409,4229,51
GCF_000513475.1,Bacteria,bacteria,Candidatus Babela massiliensis,673862,Complete Genome,representative genome,0.073810034,8,0.151733424,20,98.023431625,0.251438027,1118422,1118422,27.5,1026,981,44
GCF_019670125.1,Bacteria,bacteria,Agarivorans aestuarii,1563703,Complete Genome,representative genome,0.326222027,9,0.148532419,22,98.644353378,0.268499672,4687452,4687452,44.5,4342,4203,119
GCF_013372285.1,Bacteria,bacteria,Marinomonas primoryensis,178399,Complete Genome,representative genome,0.217534484,9,0.194721613,21,98.038071611,0.295257216,4068722,4068722,43.5,3778,3651,100
GCF_023585785.1,Bacteria,bacteria,Blochmannia endosymbiont of Camponotus modoc,2945587,Complete Genome,representative genome,0.040916791,5,0.018387997,19,99.979131227,0.012244175,790674,790674,29.5,664,611,46
GCF_004358325.1,Bacteria,bacteria,Periweissella cryptocerci,2506420,Complete Genome,representative genome,0.233395629,9,0.307744849,21,95.44439405,0.356975952,3020651,3020651,41.0,2758,2643,97
GCF_900142985.1,Bacteria,bacteria,Bradyrhizobium erythrophlei,1437360,Chromosome,representative genome,0.311762701,10,0.169914448,22,98.208049201,0.440316446,7525217,7525117,61.0,7216,7040,54
GCF_900637165.1,Bacteria,bacteria,Actinomyces howellii,52771,Complete Genome,representative genome,0.258094581,10,0.277338449,21,96.096144924,0.47151028,3148934,3148934,71.5,2633,2509,65
GCF_027925085.1,Bacteria,bacteria,Candidatus Borrelia fainii,2518322,Complete Genome,representative genome,0.102108792,9,0.380107996,20,91.217768807,0.475335336,1195152,1195152,28.5,1142,1065,38
GCF_001598055.1,Bacteria,bacteria,Cupriavidus nantongensis,1796606,Chromosome,representative genome,0.263402435,10,0.203069026,22,97.211932844,0.40624709,7136420,7136380,66.5,6597,6449,75
GCF_023347705.1,Bacteria,bacteria,Fenollaria massiliensis,938288,Complete Genome,representative genome,0.136764675,9,0.204972696,20,97.992815556,0.474998496,1609887,1609887,34.5,1514,1437,64
GCF_002073255.2,Bacteria,bacteria,Pasteurella multocida,747,Complete Genome,representative genome,0.207077967,9,0.184514042,21,98.151939904,0.413894438,2335516,2335516,40.5,2198,2111,79
GCF_000221985.1,Bacteria,bacteria,Streptococcus pseudopneumoniae IS7493,1054460,Complete Genome,representative genome,0.190190157,9,0.206013059,21,97.473510739,0.426972331,2195458,2195458,40.0,2304,2083,47
GCF_000020625.1,Bacteria,bacteria,Prosthecochloris aestuarii DSM 271,290512,Complete Genome,representative genome,0.423513844,8,0.219297149,21,97.774663666,0.15000324,2579695,2579695,50.0,2400,2316,52
GCF_011038645.2,Bacteria,bacteria,Corynebacterium qintianiae,2709392,Complete Genome,representative genome,0.187685571,9,0.168257959,21,97.652185948,0.405219934,2218231,2218231,64.5,2164,2069,66
GCF_016925615.1,Bacteria,bacteria,Natronosporangium hydrolyticum,2811111,Complete Genome,representative genome,0.202144035,10,0.147541514,22,98.382250848,0.41513345,5699854,5699854,70.0,5185,5040,57
GCF_012570965.1,Bacteria,bacteria,Enterobacteriaceae endosymbiont of Donacia versicolorea,2675788,Chromosome,representative genome,0.041302471,6,0.100371521,18,99.209852242,0.061871138,465628,465428,20.0,447,402,39
GCF_000568815.1,Bacteria,bacteria,Sulfurospirillum multivorans DSM 12446,1150621,Complete Genome,representative genome,0.258701391,9,0.19836044,21,97.26920737,0.341058056,3175729,3175729,41.0,3337,3265,54
GCF_014297595.1,Bacteria,bacteria,Neisseria musculi,1815583,Complete Genome,representative genome,0.598556855,9,0.369027403,21,91.260815177,0.348846786,2933071,2933071,53.0,2982,2747,70
GCF_000022745.1,Bacteria,bacteria,Brucella microti CCM 4915,568815,Complete Genome,representative genome,0.432991915,9,0.159135614,21,98.621136855,0.325354488,3337369,3337364,57.5,3204,3056,68
GCF_016653615.1,Bacteria,bacteria,Entomomonas asaccharolytica,2785331,Complete Genome,representative genome,0.159449871,10,0.184592824,21,97.270215037,0.624958673,3236906,3236906,36.5,3042,2948,61
GCF_003143555.1,Bacteria,bacteria,Saliniradius amylolyticus,2183582,Complete Genome,representative genome,0.331952739,8,0.10652361,21,98.943241289,0.126013821,3214946,3214946,52.0,3004,2928,70
GCF_016888945.1,Bacteria,bacteria,Phocaeicola coprophilus,387090,Complete Genome,representative genome,0.344964082,9,0.360685187,21,92.816399876,0.29135665,4113613,4113613,45.5,3532,3351,115
GCF_030296595.1,Bacteria,bacteria,Naasia aerilata,1162966,Complete Genome,representative genome,0.271079345,9,0.180986918,21,96.706539503,0.241650115,3391135,3391135,71.0,3521,2993,54
GCF_026723765.1,Bacteria,bacteria,Lacrimispora xylanolytica,29375,Complete Genome,representative genome,0.29789489,9,0.132589983,22,98.816527169,0.273367729,4516221,4516221,42.5,4163,4046,89
GCF_002355375.1,Bacteria,bacteria,Aneurinibacillus soli,1500254,Complete Genome,representative genome,0.262149706,9,0.288935315,21,96.276212128,0.29191808,4116770,4116770,46.0,4209,3918,225
GCF_000321415.2,Bacteria,bacteria,Thioalkalivibrio nitratireducens DSM 14787,1255043,Complete Genome,representative genome,0.225534105,10,0.282385691,21,95.532401259,0.526331408,4002350,4002350,66.5,3792,3601,54
GCF_014701095.1,Bacteria,bacteria,Streptomyces tuirus,68278,Complete Genome,representative genome,0.234019911,10,0.11767135,22,99.016093022,0.332504923,7561001,7561001,71.5,6930,6658,88
GCF_007748015.1,Bacteria,bacteria,Gimesia panareensis,2527978,Complete Genome,representative genome,0.414581717,9,0.221661985,22,97.517873826,0.183107815,7983903,7983903,53.5,6046,5963,67
GCF_000021645.1,Bacteria,bacteria,Dictyoglomus turgidum DSM 6724,515635,Complete Genome,representative genome,0.237583111,9,0.125531412,20,99.00815935,0.412161385,1855560,1855560,34.0,1877,1812,55
GCF_023272795.1,Bacteria,bacteria,Flavobacterium humidisoli,2937442,Complete Genome,representative genome,0.15873227,10,0.18799283,22,97.870706985,0.488246514,5636211,5636211,34.0,4761,4650,90
GCF_002813555.1,Bacteria,bacteria,Spiroplasma floricola 23-6,1336749,Complete Genome,representative genome,0.12366045,9,0.209419724,20,97.27983017,0.392089825,1284130,1284130,24.5,1166,1125,35
GCF_000238295.3,Bacteria,bacteria,Pseudoalteromonas rubra,43658,Chromosome,representative genome,0.355479465,8,0.276499877,22,94.796645236,0.075984635,6143755,6143755,48.0,5274,4958,243
GCF_016126715.1,Bacteria,bacteria,Staphylococcus pseudintermedius,283734,Complete Genome,representative genome,0.146825023,10,0.194681483,21,97.293324754,0.677780906,2629596,2629596,37.5,2518,2395,82
GCF_012569285.1,Bacteria,bacteria,Enterobacteriaceae endosymbiont of Donacia proxima,2675782,Chromosome,representative genome,0.041549422,6,0.097352642,18,99.280296501,0.06237002,464530,464170,20.0,441,398,38
GCF_000020125.1,Bacteria,bacteria,Paraburkholderia phytofirmans PsJN,398527,Complete Genome,representative genome,0.318528327,10,0.144329784,22,98.556386002,0.410482068,8214658,8214658,62.5,7433,7226,86
GCF_009738105.1,Bacteria,bacteria,Streptococcus mutans,1309,Complete Genome,representative genome,0.157585872,9,0.195776794,20,97.188028237,0.437594237,2028032,2028032,37.0,2002,1870,84
GCF_007752135.1,Bacteria,bacteria,Aureliella helgolandensis,2527968,Complete Genome,representative genome,0.267970231,9,0.226232782,23,96.830710189,0.175390194,8439957,8439957,55.5,6020,5902,83
GCF_021545825.1,Bacteria,bacteria,Rhodanobacter denitrificans,666685,Complete Genome,representative genome,0.27985613,10,0.106708699,21,99.162310655,0.485387669,4134749,4134749,67.5,3823,3725,60
GCF_001761325.1,Bacteria,bacteria,Urechidicola croceus,1850246,Complete Genome,representative genome,0.129620936,10,0.241736221,21,97.649864963,0.545260617,3426122,3426122,30.5,3061,3007,49
GCF_947250645.1,Bacteria,bacteria,Wolbachia endosymbiont (group B) of Eucosma cana,2954012,Complete Genome,representative genome,0.150460907,9,0.52821731,20,83.736249371,0.491343755,1407591,1407591,33.5,1399,1228,41
GCF_015074805.1,Bacteria,bacteria,Sphingobium fuliginis,336203,Complete Genome,representative genome,0.31621048,10,0.138800924,22,98.546434172,0.481931863,4984172,4984172,64.5,4715,4581,66
GCF_000220705.2,Bacteria,bacteria,Streptomyces xinghaiensis S187,1038929,Complete Genome,representative genome,0.198184706,10,0.142186374,22,98.483356867,0.329624077,7137891,7137891,73.0,6155,5898,85
GCF_003367705.1,Bacteria,bacteria,Microbacterium foliorum,104336,Complete Genome,representative genome,0.301835835,9,0.100198127,21,99.182818276,0.253342075,3568138,3568138,68.5,3382,3312,55
GCF_001636295.1,Bacteria,bacteria,Isoptericola dokdonensis DS-3,1300344,Complete Genome,representative genome,0.276149369,10,0.105398684,21,99.000300762,0.380184303,3826972,3826972,74.0,3498,3406,65
GCF_004151275.2,Bacteria,bacteria,Flavobacterium dauae,1563479,Complete Genome,representative genome,0.190451743,10,0.243422171,21,96.530911353,0.613381053,2944828,2944828,34.5,2818,2699,94
GCF_001831475.1,Bacteria,bacteria,Flavobacterium crassostreae,1763534,Complete Genome,representative genome,0.182876431,10,0.364508057,21,93.573534648,0.625339283,3027315,3027315,36.0,2704,2604,86
GCF_001702215.1,Bacteria,bacteria,Pediococcus claussenii,187452,Complete Genome,representative genome,0.113286217,9,0.229755069,20,97.191707586,0.456487798,1950035,1950035,37.0,1947,1847,73
GCF_000242255.2,Bacteria,bacteria,Frateuria aurantia DSM 6220,767434,Complete Genome,representative genome,0.294308187,9,0.110979905,21,99.068472683,0.295713506,3603458,3603458,63.5,3256,3126,90
GCF_001499655.1,Bacteria,bacteria,Candidatus Protochlamydia naegleriophila,389348,Complete Genome,representative genome,0.234064167,9,0.143665827,21,98.218248622,0.359223449,3030375,3030375,42.5,2592,2511,57
GCF_900105655.1,Bacteria,bacteria,Halopseudomonas salegens,1434072,Chromosome,representative genome,0.349430134,9,0.168201482,21,97.994064253,0.304635469,3796105,3796005,57.5,3497,3396,65
GCF_000973085.1,Bacteria,bacteria,Sneathia vaginalis,187101,Complete Genome,representative genome,0.143128328,9,0.181870967,20,97.201706735,0.437249507,1330224,1330215,28.5,1309,1256,49
GCF_027474505.1,Bacteria,bacteria,Streptococcus alactolyticus,29389,Complete Genome,representative genome,0.244027088,9,0.378174841,20,92.862600961,0.466427381,1832198,1832198,40.5,1850,1660,91
GCF_029714365.1,Bacteria,bacteria,Sinorhizobium terangae,110322,Complete Genome,representative genome,0.298003342,10,0.145964449,22,98.437399367,0.465209307,6629975,6629975,61.5,6170,5918,68
GCF_001444425.1,Bacteria,bacteria,Pseudohongiella spirulinae,1249552,Complete Genome,representative genome,0.366301262,8,0.089228694,21,99.297957788,0.123831557,3345119,3345119,54.0,3096,3020,49
GCF_009901525.1,Bacteria,bacteria,Kordia antarctica,1218801,Complete Genome,representative genome,0.173767643,10,0.241187938,22,96.710085723,0.470684806,5500985,5500985,33.0,4649,4566,61
GCF_018604145.1,Bacteria,bacteria,Paenibacillus agaridevorans,171404,Complete Genome,representative genome,0.42454743,9,0.180309296,23,98.032538317,0.166923927,9041977,9041977,51.5,7196,7009,115
GCF_013388375.1,Bacteria,bacteria,Xanthomonas campestris pv. raphani,359385,Complete Genome,representative genome,0.297635534,10,0.148366531,22,98.55065279,0.48182553,4942039,4942039,65.5,4279,4065,149
GCF_030444335.1,Bacteria,bacteria,Polaribacter huanghezhanensis,1354726,Complete Genome,representative genome,0.161298287,9,0.095689496,21,99.140059679,0.345869929,2587874,2587874,31.5,2426,2360,50
GCF_024029675.1,Bacteria,bacteria,Fructilactobacillus carniphilus,2940297,Complete Genome,representative genome,0.264523487,8,0.215970288,20,97.108559926,0.225700266,1491353,1491353,44.5,1489,1400,82
GCF_002220285.1,Bacteria,bacteria,Bacillus cereus,1396,Complete Genome,representative genome,0.125376161,10,0.234714438,22,97.434497854,0.499151563,5836971,5836971,35.0,5910,5610,154
GCF_004379335.1,Bacteria,bacteria,Spiroplasma gladiatoris,2143,Complete Genome,representative genome,0.098208226,9,0.188817435,20,98.038249288,0.435606299,1164642,1164642,25.0,1056,1015,36
GCF_004358425.1,Bacteria,bacteria,Qipengyuania sediminis,1532023,Complete Genome,representative genome,0.235480536,9,0.031698463,21,99.91924602,0.360326498,2416000,2416000,67.0,2391,2326,50
GCF_900560965.1,Bacteria,bacteria,Pseudomonas protegens CHA0,1124983,Complete Genome,representative genome,0.32249285,10,0.130146463,22,98.863107086,0.435820423,6868303,6868303,63.5,6267,6145,89
GCF_000018405.1,Bacteria,bacteria,Desulfosudis oleivorans Hxd3,96561,Complete Genome,representative genome,0.434980052,9,0.176127457,21,98.131712163,0.295323105,3944167,3944167,56.0,3377,3316,54
GCF_003096075.1,Bacteria,bacteria,Dietzia lutea,546160,Complete Genome,representative genome,0.228157846,10,0.282140314,21,96.095745187,0.459344559,3911842,3911842,71.0,3685,3531,65
GCF_027111295.1,Bacteria,bacteria,Flavobacterium gelatinilyticum,3003260,Complete Genome,representative genome,0.184862613,10,0.1611897,22,98.577412931,0.488278171,5832845,5832845,35.5,4974,4868,86
GCF_003955715.1,Bacteria,bacteria,Streptomyces aquilus,2548456,Complete Genome,representative genome,0.246718166,10,0.118834591,23,98.923019271,0.285915719,10393987,10393987,71.0,9492,9216,98
GCF_000024365.1,Bacteria,bacteria,Nakamurella multipartita DSM 44233,479431,Complete Genome,representative genome,0.257147424,10,0.28051389,22,95.100784189,0.372061613,6060298,6060298,71.0,5498,5361,56
GCF_014075995.1,Bacteria,bacteria,Adhaeribacter radiodurans,2745197,Complete Genome,representative genome,0.279563617,10,0.127247405,22,98.892563826,0.47645162,6935613,6935613,41.0,5388,5295,55
GCF_013260645.1,Bacteria,bacteria,Erythrobacter mangrovi,2739433,Complete Genome,representative genome,0.269842015,9,0.044416299,21,99.866802719,0.335526461,3058693,3058684,63.0,3034,2959,54
GCF_001703515.1,Bacteria,bacteria,Brochothrix thermosphacta,2756,Complete Genome,representative genome,0.134088481,10,0.230819643,21,97.269866018,0.672806183,2578375,2578375,36.5,2503,2359,116
GCF_018137985.1,Bacteria,bacteria,Streptococcus oriscaviae,2781599,Complete Genome,representative genome,0.272660871,8,0.168741363,21,98.101683191,0.170138761,2197335,2197335,44.0,2206,2099,73
GCF_015277815.1,Bacteria,bacteria,Microbacterium atlanticum,2782168,Complete Genome,representative genome,0.269921214,10,0.065376336,21,99.66353054,0.452067254,3712988,3712988,70.5,3409,3323,57
GCF_000011965.2,Bacteria,bacteria,Ruegeria pomeroyi DSS-3,246200,Complete Genome,representative genome,0.312155179,10,0.109659119,22,98.903609341,0.506252988,4601048,4601048,64.0,4474,4364,64
GCF_029854255.1,Bacteria,bacteria,Mycolicibacterium aubagnense,319707,Complete Genome,representative genome,0.238850857,10,0.129834451,22,98.83700231,0.43492472,6224392,6224392,66.5,5993,5838,56
GCF_014522205.1,Bacteria,bacteria,Corynebacterium poyangense,2684405,Complete Genome,representative genome,0.26401432,8,0.103834214,21,98.999647438,0.146334953,2617997,2617997,52.5,2489,2409,64
GCF_019703875.1,Bacteria,bacteria,Methyloradius palustris,2778876,Complete Genome,representative genome,0.368438077,8,0.07674222,21,99.476609176,0.142004756,2800413,2800413,46.5,2649,2590,50
GCF_001889025.1,Bacteria,bacteria,Sphingorhabdus lutea,1913578,Complete Genome,representative genome,0.634606108,8,0.134696488,21,98.783271043,0.15250711,2533041,2533041,46.0,2420,2363,51
GCF_000191145.1,Bacteria,bacteria,Acinetobacter pittii PHEA-2,871585,Complete Genome,reference genome,0.168238312,9,0.086235613,21,99.34076529,0.303744343,3862530,3862530,39.0,3674,3599,75
GCF_019670105.1,Bacteria,bacteria,Agarivorans albus,182262,Complete Genome,representative genome,0.321743777,9,0.168768896,22,98.056772687,0.264482557,4792255,4792255,44.0,4343,4213,121
GCF_006517175.1,Bacteria,bacteria,Persicimonas caeni,2292766,Chromosome,representative genome,0.295458647,10,0.22632774,22,96.692035375,0.405211376,8047306,8047206,64.0,6007,5891,69
GCF_004022565.1,Bacteria,bacteria,Pollutimonas thiosulfatoxidans,2028345,Complete Genome,representative genome,0.260147189,9,0.087807704,21,99.268827131,0.321280605,3548703,3548703,59.5,3408,3299,55
GCF_003860525.1,Bacteria,bacteria,Epilithonimonas vandammei,2487072,Complete Genome,representative genome,0.188157125,10,0.26674932,21,95.175483843,0.61116491,3276391,3276391,36.0,3052,2955,56
GCF_900638215.1,Bacteria,bacteria,Nocardiopsis dassonvillei,2014,Complete Genome,representative genome,0.225296173,10,0.129437275,22,98.800167613,0.342381354,6541269,6541269,72.5,5592,5477,75
GCF_001890385.1,Bacteria,bacteria,Tardibacter chloracetimidivorans,1921510,Complete Genome,representative genome,0.269991936,10,0.276918052,21,95.460193866,0.569762963,3787976,3787976,63.0,3995,3864,51
GCF_011388215.1,Bacteria,bacteria,Hydrogenophaga crocea,2716225,Complete Genome,representative genome,0.297399803,10,0.120436613,22,98.676769471,0.431439397,4561131,4561131,69.5,4347,4276,53
GCF_000277895.2,Bacteria,bacteria,Xanthomonas vasicola pv. musacearum NCPPB 4379,1094184,Complete Genome,representative genome,0.309324944,10,0.247294045,22,96.929261893,0.507592436,4837576,4837576,63.5,4279,3787,149
GCF_002355475.1,Bacteria,bacteria,Pseudomonas furukawaii,1149133,Complete Genome,representative genome,0.281411696,10,0.195767225,22,97.554936364,0.440180214,6242949,6242949,65.5,5817,5643,92
GCF_030123245.1,Bacteria,bacteria,Lysinibacillus pakistanensis,759811,Complete Genome,representative genome,0.124712247,10,0.229489217,22,97.070808029,0.535038026,5249694,5249694,36.5,5235,5000,147
GCF_000224085.1,Bacteria,bacteria,Allomuricauda ruestringensis DSM 13258,886377,Complete Genome,representative genome,0.258159222,9,0.09803714,21,99.236831346,0.306205172,3842422,3842422,41.5,3430,3368,48
GCF_900476215.1,Bacteria,bacteria,Helicobacter mustelae,217,Complete Genome,representative genome,0.43182878,8,0.160735615,20,97.554781309,0.214255907,1576607,1576607,42.5,1461,1395,47
GCF_000830985.1,Bacteria,bacteria,Marinobacter similis,1420916,Complete Genome,representative genome,0.280913014,9,0.040499208,21,99.873939699,0.299581887,3975896,3975896,57.5,4108,3290,53
GCF_019602855.1,Bacteria,bacteria,Cupriavidus pinatubonensis,248026,Complete Genome,representative genome,0.262262464,10,0.156653187,22,98.341740217,0.419329356,7548664,7548664,64.5,7042,6808,92
GCF_000011385.1,Bacteria,bacteria,Gloeobacter violaceus PCC 7421,251221,Complete Genome,representative genome,0.250112542,9,0.135212185,22,98.621742272,0.265808936,4659019,4659019,62.0,4570,4491,51
GCF_018739485.1,Bacteria,bacteria,Bacillus mycoides,1405,Complete Genome,representative genome,0.125184386,10,0.249471548,22,97.273821784,0.508075088,5697065,5697065,35.5,5793,5452,153
GCF_010669125.1,Bacteria,bacteria,Ancylobacter pratisalsi,1745854,Complete Genome,representative genome,0.253218683,10,0.072167078,22,99.516578213,0.493708362,4778271,4778271,66.0,4494,4373,59
GCF_000024865.1,Bacteria,bacteria,Streptosporangium roseum DSM 43021,479432,Complete Genome,representative genome,0.230848829,10,0.146437452,23,98.256295353,0.299441961,10369518,10369518,71.0,9306,9095,84
GCF_000016645.1,Bacteria,bacteria,Flavobacterium johnsoniae UW101,376686,Complete Genome,representative genome,0.169437503,10,0.141833256,22,98.615957421,0.46960389,6096872,6096872,34.0,5246,5141,83
GCF_000988065.1,Bacteria,bacteria,Mycoplasmopsis canis,29555,Complete Genome,representative genome,0.091072083,10,0.334848043,19,93.78264442,0.685729217,968791,968791,27.0,761,718,42
GCF_000235405.2,Bacteria,bacteria,Fervidobacterium pennivorans DSM 9078,771875,Complete Genome,representative genome,0.167847845,9,0.244514907,21,97.253689482,0.429845021,2166381,2166381,39.0,2050,1976,57
GCF_011604685.1,Bacteria,bacteria,Spirosoma aureum,2692134,Complete Genome,representative genome,0.368172213,9,0.100009137,23,99.238937675,0.167848868,8898242,8898242,47.5,7151,7049,59
GCF_000058485.1,Bacteria,bacteria,Frankia alni ACN14a,326424,Complete Genome,representative genome,0.198169452,10,0.122829778,22,98.864950669,0.329894534,7497934,7497934,73.0,6085,5956,54
GCF_030344935.1,Bacteria,bacteria,Algibacter luteus,1178825,Complete Genome,representative genome,0.123208281,10,0.209854894,21,98.103135011,0.574721782,3746993,3746993,33.5,3259,3208,50
GCF_000222485.1,Bacteria,bacteria,Cyclobacterium marinum DSM 745,880070,Complete Genome,representative genome,0.196355141,10,0.158570338,22,98.24072361,0.494417146,6221273,6221273,38.0,5001,4930,51
GCF_001643775.1,Bacteria,bacteria,Denitrobacterium detoxificans,79604,Complete Genome,representative genome,0.314858508,9,0.219917627,21,96.566308156,0.394924777,2446250,2446250,59.5,2007,1939,64
GCF_013372045.1,Bacteria,bacteria,Janthinobacterium lividum,29581,Complete Genome,representative genome,0.370285699,10,0.137511856,22,98.829117196,0.448360974,6373589,6373589,62.5,5702,5554,122
GCF_947251575.1,Bacteria,bacteria,Wolbachia endosymbiont (group A) of Yponomeuta plumbellus,2954068,Complete Genome,representative genome,0.150849062,10,0.471795824,20,79.303834991,0.726496845,1418562,1418562,35.0,1412,1287,41
